,0
2962,Elizabeth's Village Georgetown Kentucky
2963,Volunteers of America Transitional Housing Program Lexington Kentucky
2964,Lexington Rescue Mission Lexington Kentucky
2965,Salvation Army Shelter Lexington Lexington Kentucky
2966,M.A.S.H. Services of the Bluegrass Lexington  Kentucky
2967,Hope Center for Men Lexington Kentucky
2968,New Life Day Center Lexington Kentucky
2969,The Beacon of Hope Emergency Shelter Winchester Kentucky
2970,Clark County Homeless Coalition Winchester Kentucky
2971,Hope House Hazard Kentucky
2972,Haven House Jackson Kentucky
2973,Bethany House Spouse Abuse Center Somerset Kentucky
2974,East Kentucky House of Hope Martin Kentucky
2975,Gateway Homeless Coalition Morehead Kentucky
2976,Mountain Haven Emergency Shelter Morehead Kentucky
2977,Family Promise of Pickens County Easley South Carolina
2978,TLC Ministries of Beaufort Beaufort South Carolina
2979,Streets of America Homeless Outreach Beaufort South Carolina
2980,House of Refuge - Refuge Outreach Ministry Darlington South Carolina
2981,Food for the Soul KC Camden South Carolina
2982,New Day on Mill Transitional Housing Camden South Carolina
2983,Samaritan House of Sumter Sumter South Carolina
2984,Sumter Mission Outreach Sumter South Carolina
2985,Family Shelter Columbia South Carolina
2986,The Women's Shelter Columbia South Carolina
2987,Family Promise of the Midlands Columbia South Carolina
2988,Transitions Homeless Recovery Center Columbia  South Carolina
2989,Hannah House Columbia South Carolina
2990,Oliver Gospel Mission Columbia South Carolina
2991,Palmetto Place Children's Shelter Columbia South Carolina
2992,Samaritan's Well - Shelter for women Lexington South Carolina
2993,One80 Place Charleston South Carolina
2994,Star Gospel Mission Charleston South Carolina
2995,The Nehemiah House 2 Halfway House North Charleston South Carolina
2996,The Nehemiah House Sliding Scale Halfway House North Charleston South Carolina
2997,Home of Hope Summerville South Carolina
2998,One80 Place Shelter Summerville  South Carolina
2999,Kinard Manor of Lutheran Family Greenwood South Carolina
3000,Greenwood Pathway House Greenwood South Carolina
3001,Lakelands Veterans Home Greenwood South Carolina
3002,HADIT Home for Veterans Conway South Carolina
3003,St Vincent De Paul Society Food Pantry Murrrells Inlet 
3004,HADIT Home for Veterans Murrells Inlet South Carolina
3005,Low Country Shelter Association Mullins South Carolina
3006,PDCAA Shelter for the Homeless Florence South Carolina
3007,Courtney McGinnis Graham Community Shelter Florence South Carolina
3008,House of Hope of the Pee Dee Florence South Carolina
3009,Northern Virginia Family Service Oakton Virginia
3010,Bill Mehr Drop In Center Woodbridge Virginia
3011,Prince William County Winter Shelter Woodbridge 
3012,StreetLight Overnight Shelter  Woodbridge Virginia
3013,Embry Rucker Community Shelter Reston  Virginia
3014,Beverly Warren Emergency Shelter Dumfries Virginia
3015,Liberty Godparent Home For Pregnant Ladies Lynchburg Virginia
3016,The Salvation Army Center Of Hope Lynchburg Virginia
3017,Hand-Up Lodge Lynchburg Virginia
3018,YWCA of Central Virginia Lynchburg Virginia
3019,SERVE Shelter Manassas Virginia
3020,The Good Shepherd Alliance Ashburn Virginia
3021,Loudoun Homeless Services Center Leesburg Virginia
3022,Loudoun Abused Women’s Shelter (LAWS) Leesburg Virginia
3023,Frederick Rescue Mission - Beacon House Frederick Maryland
3024,Alan P. Linton Emergency Shelter Frederick Maryland
3025,Frederick Community Action Agency Frederick Maryland
3026,Advocates for Homeless Families - Homeless Services Frederick Maryland
3027,Fauquier Family Shelter Services Warrenton Virginia
3028,CARITAS Richmond Virginia
3029,Commonwealth Catholic Charities - Homeless Point of Entry Richmond Virginia
3030,HomeAgain Richmond Virginia
3031,"Community Touch, Inc.  Bealeton Virginia"
3032,Thurman Brisben Center Fredericksburg Virginia
3033,Warren County Front Royal House of Hope Front Royal  Virginia
3034,House of Hope Front Royal Front Royal Virginia
3035,Thermal Shelter of Front Royal Front Royal Virginia
3036,To Our House Christiansburg Virginia
3037,Bluefield Union Mission Bluefield West Virginia
3038,Farmville Area Rescue Mission Farmville Virginia
3039,"H.E.L.P. Inc. - Hampton Roads Ecumenical Lodgings and Provisions, Inc Hampton Virginia"
3040,Light House Ministries Keller Virginia
3041,Peninsula Rescue Mission Newport News Virginia
3042,"Menchville House Ministries, Inc. Newport News Virginia"
3043,Four Oaks Day Service Center  Newport News Virginia
3044,PORT Emergency Winter Shelter Newport News Virginia
3045,CAPS Night Stay Winter Shelter Suffolk 
3046,The Genieve Shelter Suffolk Virginia
3047,Portsmouth Volunteers for the Homeless Portsmouth Virginia
3048,"NATASHA House, Inc Yorktown Virginia"
3049,Barrett Transitional Home Norfolk Virginia
3050,Union Mission Norfolk Virginia
3051,Grace Haven Family Shelter Williamsburg Virginia
3052,ECHO Shelter Tappahannock Tappahannock Virginia
3053,St. Mary's County DSS - Joseph D. Carter Bldg. Leonardtown Maryland
3054,The Haven Day Shelter Charlottesville Virginia
3055,Salvation Army Emergency Shelter Charlottesville Virginia
3056,PACEM Charlottesville Virginia
3057,Shelter for Help In Emergency Charlottesville Virginia
3058,WARM Waynesboro Area Refuge Ministry Waynesboro Virginia
3059,Samaritan Shelter Pocomoke City Maryland
3060,Worcester County DSS Snow Hill Maryland
3061,"Diakonia Emergency Shelter, Food Pantry Ocean City Maryland"
3062,Roanoke Homeless Assistance Team Roanoke Virginia
3063,Rescue Mission - Roanoke Roanoke Virginia
3064,Trust House Roanoke Roanoke Virginia
3065,Valley Mission  Inc. Staunton Virginia
3066,"Mercy House, Inc. Harrisonburg Virginia"
3067,Winchester Area Temporary Thermal Shelter Winchester Virginia
3068,Winchester Rescue Mission Winchester Virginia
3069,The Salvation Army of Winchester VA - Center of Hope Shelter Winchester Virginia
3070,Goochland Cares Goochland Virginia
3071,Martinsburg Union Rescue Mission Martinsburg West Virginia
3072,Community Networks Inc. - Bethany House Martinsburg West Virginia
3073,Shenandoah Women's Center Martinsburg West Virginia
3074,Pine Haven Center Beckley West Virginia
3075,Cherry Hill Shelter Daniels West Virginia
3076,FULTON Fulton County Services for Children McConnellsburg Pennsylvania
3077,BEDFORD Human Services Administrator Everett Pennsylvania
3078,The Clarksburg Mission Community Clarksburg West Virginia
3079,Union Mission of Fairmont Fairmont West Virginia
3080,Scott Place Shelter Fairmont West Virginia
3081,Bartlett House Morgantown West Virginia
3082,Randolph County Homeless Shelter Elkins West Virginia
3083,Under The Bridge Community Outreach Logan West Virginia
3084,YWCA Sojourner Domestic Violence Shelter Charleston West Virginia
3085,Roark-Sullivan Lifeway Center - Giltinan Center Charleston West Virginia
3086,Roark-Sullivan Lifeway Center - Veterans Program Charleston West Virginia
3087,Roark-Sullivan Lifeway Center - Liberty Center Charleston West Virginia
3088,Harvest Time Charleston  West Virginia
3089,CASA: Citizens Assisting and Sheltering the Abused Hagerstown Maryland
3090,"Washington County Community Action Council, Inc. Hagerstown Maryland"
3091,REACH of Washington County Hagerstown Maryland
3092,The Hope Center at Hagerstown Rescue Mission Hagerstown Maryland
3093,Salvation Army - Hagerstown Hagerstown Maryland
3094,Brookside Women and Children Center Charleston West Virginia
3095,Union Mission  Crossroads Men’s Shelter Charleston West Virginia
3096,Safe sanctuary Cross Lanes West Virginia
3097,Roark-Sullivan Lifeway Center - Twin Cities Center St. Albans West Virginia
3098,Allegany County Department of Social Services Cumberland Maryland
3099,Allegany County Human Resources Women's Transitional Housing Cumberland Maryland
3100,"Union Rescue Mission of Western Md., Inc. Cumberland Maryland"
3101,"Family Crisis Resource Center, Inc. Cumberland Maryland"
3102,Central YMCA Cumberland Maryland
3103,Homeless shelter - LewisBurg Lewisburg West Virginia
3104,GREENE Greene County Human Services Waynesburg Pennsylvania
3105,City Mission Men's Shelter Uniontown Pennsylvania
3106,Fayette County Community Action Foodbank Uniontown Pennsylvania
3107,City Mission's Women's Shelter Uniontown Pennsylvania
3108,Salvation Army of Allentown Allentown Pennsylvania
3109,The Beall and Linny Fowler Hospitality House For Women And Children Allentown Pennsylvania
3110,Sixth Street Family Shelter Allentown Pennsylvania
3111,Allentown Rescue Mission - Gateway Center Allentown Pennsylvania
3112,Cay Galgon Shelter Bethlehem Pennsylvania
3113,New Bethany Ministries Non Emergency Housing Bethlehem Pennsylvania
3114,Victory House of Lehigh Valley Bethlehem Pennsylvania
3115,Bethlehem Emergency Sheltering Bethlehem Pennsylvania
3116,Roofover Transitional Shelter Easton 
3117,NORTHAMPTON Department of Human Services Easton Pennsylvania
3118,Safe Harbor Shelter Easton Pennsylvania
3119,Third Street Alliance for Women & Children  Women and Children's Shelter Easton Pennsylvania
3120,CARBON Carbon County Area on Aging Palmerton Pennsylvania
3121,RoofOver Transitional Shelter Easton Pennsylvania
3122,Roof Over For Women And Children Allentown Pennsylvania
3123,Coalition to Shelter and Support the Homeless Ottsville Pennsylvania
3124,Family Promise of Carbon County Lehighton Pennsylvania
3125,Peaceful Knights Lehighton Pennsylvania
3126,Bucks County Housing Group Doylestown Pennsylvania
3127,The Ministries At MAIN St Pottstown Pennsylvania
3128,BUCKS Bucks County Opportunity Council Doylestown Pennsylvania
3129,Street2Feet Outreach Center Stroudsburg Pennsylvania
3130,Community Service Center Altoona Pennsylvania
3131,"Family Services, Inc - Blair County Family Shelter Services Altoona Pennsylvania"
3132,VENANGO Venango County Office of Economic Opportunity Franklin Pennsylvania
3133,Catholic Charities Butler County Outreach Butler Pennsylvania
3134,"Family Promise of Warren County, Inc. Oxford New Jersey"
3135,Scranton Adult Rehabilitation Center Salvation Army Scranton Pennsylvania
3136,Crisis Center North Domestic Violence Help Pittsburgh Pennsylvania
3137,The Lighthouse Foundation Valencia Pennsylvania
3138,Pleasant Valley Shelter For Men Pittsburgh Pennsylvania
3139,Light of Life Rescue Mission (Pittsburgh) Pittsburgh Pennsylvania
3140,ALLEGHENY Allegheny County Bureau of Hunger and Housing Services Pittsburgh Pennyslvania
3141,Wood Street Commons Pittsburgh Pennsylvania
3142,Salvation Army Family Crisis Shelter Pittsburgh Pennsylvania
3143,Housing Services Pittsburgh Pennsylvania
3144,Bethlehem Haven Women's Shelter Pittsburgh Pennsylvania
3145,Shepherd's Heart Veterans Home Pittsburgh Pennsylvania
3146,Women's Center and Shelter of Greater Pittsburgh Pittsburgh Pennsylvania
3147,Abiding Missions Team Warming Center Pittsburgh Pennsylvania
3148,William Mildred Orr Compassionate Care Center Pittsburgh Pennsylvania
3149,East End Cooperative Ministry - Community Connections Center Pittsburgh Pennsylvania
3150,Womanspace East Pittsburgh Pennsylvania
3151,Whale's Tale McKeesport Outreach for Homeless Youth McKeesport Pennsylvania
3152,YMCA of McKeesport Winter Transitional Shelter McKeesport Pennsylvania
3153,Welcome Home Shelter Greensburg Pennsylvania
3154,YMCA Women's Homeless Services Wilkinsburg Pennsylvania
3155,CENTRE Human Services Planning Office Bellefonte Pennsylvania
3156,Centre House Emergency Shelter State College 
3157,Out of the Cold: Centre County State College Pennsylvania
3158,Hearts for the Homeless State College Pennsylvania
3159,CLINTON Clinton County Planning Commission Lock Haven Pennsylvania
3160,MIFFLIN Mifflin County Department of Human Services Lewistown Pennsylvania
3161,JUNIATA Shelter Service Inc. Lewistown Pennsylvania
3162,Emergency Services of Catholic Charities Delanco New Jersey
3163,Bucks County Emergency Homeless Shelter Levittown Pennsylvania
3164,AHTN Code Blue Shelter - Extreme Weather Shelter Fairless Hills Pennsylvania
3165,Life Rescue Mission levittown Pennsylvania
3166,The Extended Hand Ministries Shelter Mount Holly New Jersey
3167,The Affordable Homes Group Mount Holly New Jersey
3168,Whosoever Gospel Mission Philadelphia Pennsylvania
3169,Covenant House For Youths Philadelphia Pennsylvania
3170,A Gift From God Ministries Camden New Jersey
3171,Rescue Mission of Trenton - Trenton Rescue Mission Trenton New Jersey
3172,Station House Philadelphia Pennsylvania
3173,Susquehanna House Shelter Philadelphia Pennsylvania
3174,Path Homeless Services Day Shelter Camden New Jersey
3175,Cold Weather Oveflow Shelter  Trenton New Jersey
3176,"Bureau of Senior & Emergency Services, Camden City  Camden New Jersey"
3177,The Butterfly Program Camden New Jersey
3178,St Elizabeth's Recovery House Philadelphia Pennsylvania
3179,R. Darby Center - For Single Men Philadelphia Pennsylvania
3180,Salvation Army Red Shield Family Residence Philadelphia Pennsylvania
3181,Philadelphia Emergency Shelter and Services Philadelphia Pennsylvania
3182,Our Brother's Place Men's Day Shelter Philadelphia Pennsylvania
3183,Youth Emergency Services Philadelphia Pennsylvania
3184,Anna Sample Family Shelter - Volunteers of America Delaware Valley Camden New Jersey
3185,Home Front  Inc. Lawrenceville New Jersey
3186,Sunday Breakfast Rescue Mission Philadelphia Pennsylvania
3187,Saint John's Hospice Philadelphia Pennsylvania
3188,Eliza Shirley House - Shelter For Women Philadelphia Pennsylvania
3189,Appletree Family Shelter - Women Centralized Homeless Intake Services Philadelphia Pennsylvania
3190,Mercy Hospice For Women and Children Philadelphia Pennsylvania
3191,Bethesda Project - Philadelphia PA Philadelphia Pennsylvania
3192,Victory Shelter Programs  Inc. Philadelphia Pennsylvania
3193,People's Emergency Center For Women And Children Philadelphia Pennsylvania
3194,Philadelphia Veterans House Philadelphia Pennsylvania
3195,Gaudenzia House of Passage Philadelphia Pennsylvania
3196,Traveler's Aid Society - Families Forward Philadelphia Philadelphia Pennsylvania
3197,Families Forward Philadelphia (formerly Travelers Aid Family Services of Phila) Philadelphia Pennsylvania
3198,Life Center of Eastern Delaware County Upper Darby Pennsylvania
3199,CONNECT-BY-NIGHT (CBN) Upper Darby Pennsylvania
3200,DELAWARE Delaware County Department of Human Resources Homeless Services Coordin Upper Darby Pennsylvania
3201,Outley House Shelter Philadelphia Pennsylvania
3202,Salvation Army Shelter Norristown Norristown Pennsylvania
3203,Coordinated Homeless Outreach Center (CHOC) Norristown Pennsylvania
3204,Christian Caring Center Brown Mills New Jersey
3205,Resource Center of Somerset Hillsborough New Jersey
3206,The House - Phoenixville Women's Outreach Phoenixville Pennsylvania
3207,Good Samaritan Men's Shelter Phoenixville Pennsylvania
3208,CHESTER Chester County Departments of Community Development West Chester Pennsylvania
3209,Safe Harbor of Greater West Chester West Chester Pennsylvania
3210,Salvation Army Shelter For Men West Chester Pennsylvania
3211,Wesley House Emergency Shelter Chester Pennsylvania
3212,CityTeam Ministries Philadelphia Chester Pennsylvania
3213,The Family Management Center Chester Pennsylvania
3214,"His Mission, Inc Kennett Square Pennsylvania"
3215,W.C. Atkinson Shelter and Atkinson Project  Coatesville 
3216,City Gate Shelter Coatesville Pennsylvania
3217,CYWA Gateway Shelter Coatesville Pennsylvania
3218,YWCA Delaware Home-Life Management Center Wilmington Delaware
3219,Mary Mother of Hope House III Wilmington Delaware
3220,Catholic Charities Bayard House Wilmington Delaware
3221,Friendship House Wilmington Empowerment Center Wilmington Delaware
3222,House of Joseph I Wilmington Delaware
3223,Old St Joe's Homeless Outreach Philadelphia Pennsylvania
3224,Booth Social Services/Emergency Housing Residence Wilmington Delaware
3225,Mary Mother of Hope House II Wilmington Delaware
3226,Sunday Breakfast Mission Wilmington Delaware
3227,Hospitality Center of Northern New Castle County Wilmington  Delaware
3228,Eleanor Corbett House - Safe Haven For Women Glassboro New Jersey
3229,Alle Kiski Area Hope Center For Domestic Violence Tarentum Pennsylvania
3230,Allegheny Valley Association of Churches Natrona Heights Pennsylvania
3231,Water Street Mission Shelter Lancaster Pennsylvania
3232,Milagro House - For Homeless Women and Children Lancaster Pennsylvania
3233,Good Samaritan Service - Women's Shelter Ephrata Pennsylvania
3234,Mary's Shelter Reading Pennsylvania
3235,LEBANON Lebanon County Community Action Partnership Lebanon Pennsylvania
3236,Agape Family Shelter Lebanon Pennsylvania
3237,Hope Homeless Resource CEnter Lebanon Pennsylvania
3238,Lebanon Rescue Mission - Men's Shelter Lebanon Pennsylvania
3239,Opportunity House Homeless Shelter Reading Pennsylvania
3240,Hope Rescue Mission Reading Pennsylvania
3241,BERKS Human Services Coordinator - County Services Center Reading Pennyslvania
3242,The Union Mission Latrobe Pennsylvania
3243,Indiana County Community Action Program  Inc. Indiana Pennsylvania
3244,INDIANA Indiana County Human Services Indiana Pennsylvania
3245,CAMBRIA Cambria County Human Services Department Johnstown Pennsylvania
3246,Armstrong County Community Action Program Kittanning Pennsylvania
3247,ARMSTRONG Armstrong County Community Action Agency Kittanning Pennsylvania
3248,Luzerne County Office of Human Services Wilkes Barre Pennyslvania
3249,The Salvation Army ARC (Adult Rehab Center) Wilkes-Barre Pennsylvania
3250,Gabriel Shelter For Youths Wilkes Barre Pennsylvania
3251,McAuley House Shelter Plymouth 
3252,LACKAWANNA Lackawanna County Department of Human Services Scranton Pennyslvania
3253,Divine Providence Homeless Shelter Hazleton Pennsylvania
3254,Catherine McAuley Center - Women's Services Scranton Pennsylvania
3255,St. Anthony's Haven - Catholic Social Services Reside Scranton Pennsylvania
3256,Community Intervention Shelter Scranton Pennsylvania
3257,COLUMBIA Columbia County Human Services Department Bloomsburg Pennsylvania
3258,MONTOUR Director of Human Services Danville Pennsylvania
3259,NORTHUMBERLAND Northumberland County Adult Services Sunbury Pennsylvania
3260,My Father's House - Servants to All Pottsville 
3261,Just for Jesus Homeless Challenge Homeless Outreach Brockway Pennsylvania
3262,ELK Elk County Citizens Against Physical Ridgway Pennsylvania
3263,Just for Jesus challenge Homeless Outreach Brookville Pennsylvania
3264,JEFFERSON Jefferson EOA Punxsutawney Pennsylvania
3265,CLARION Clarion County Human Services Building Clarion Pennsylvania
3266,FOREST Forest County Courthouse Tionesta Pennsylvania
3267,DAUPHIN Dauphin County Mental Health & Mental Retardation Harrisburg Pennsylvania
3268,Bethesda Mission Men's Shelter Harrisburg Pennsylvania
3269,Bethesda Mission Women and Children's Shelter Harrisburg Pennsylvania
3270,YWCA Domestic Violence Shelter Harrisburg Pennsylvania
3271,YWCA Emergency Shelter - Harrisburg Harrisburg Pennsylvania
3272,Shalom House Harrisburg Pennsylvania
3273,Catholic Charities Cenacle Shelter Harrisburg Pennsylvania
3274,Amiracle4sure Harrisburg Pennsylvania
3275,HELP Ministries Harrisburg Pennsylvania
3276,Community CARES Carlisle Pennsylvania
3277,Genesis House - Men's Shelter Program Carlisle Florida
3278,CUMBERLAND Aging and Community Services Carlisle Pennsylvania
3279,Safe Harbour - Homeless Housing Services Carlisle Pennsylvania
3280,PERRY Perry County Human Service New Bloomfield Pennsylvania
3281,LifePath Christian Ministries Single Women and Children's Shelter York Pennsylvania
3282,Men's Shelter - LifePath Christian Ministries York Pennsylvania
3283,YORK Department of Human Services York Pennsylvania
3284,Bell Family Shelter York Pennsylvania
3285,Adams County Shelter For The Homeless Gettysburg Pennsylvania
3286,Survivors Inc Domestic Violence Shelter Gettysburg Pennsylvania
3287,ADAMS Adams County Courthouse Gettysburg Pennsylvania
3288,SCCAP Franklin County Homeless Shelter Chambersburg Pennsylvania
3289,Franklin Franklin County Human Services Chambersburg Pennsylvania
3290,Salem County Women's Services Salem New Jersey
3291,Salvation Army - Human Services Emergency Financial Assistance Vineland New Jersey
3292,"Central PA Community Action, Clearfield Clearfield Pennsylvania"
3293,Meeting Ground Emergency Rotating Shelter Elkton Maryland
3294,Cecil County Domestic Violence Shelter Elkton Maryland
3295,Wayfarer's House Elkton Maryland
3296,Cecil County DSS Elkton Maryland
3297,Cecil County Department of Social Services Elkton Maryland
3298,Settlement House - Cecil County Men's Shelter Elkton Maryland
3299,UNION / SNYDER Union-Snyder Community Action Agency Selinsgrove Pennsylvania
3300,American Resue Workers Williamsport Pennsylvania
3301,Changing Lives Shelter Hanover Pennsylvania
3302,Next Step Center  Inc. Somerset Pennsylvania
3303,SAFE in Hunterdon Women's Domestic Violence Shelter Flemington New Jersey
3304,CRAWFORD Crawford County Human Services Meadville Pennsylvania
3305,CAMERON Northern Tier Community Action Corp. Emporium Pennsylvania
3306,Somerset Home for Temporarily Displaced Children Bridgewater New Jersey
3307,Somerset County Social Services Emergency Assistance Somerville New Jersey
3308,Samaritan Homeless Interim Program - Emergency Shelter Rent Assitance Somerville New Jersey
3309,Human Services Programs of Carroll County  Westminster Maryland
3310,Hannah More Reisterstown Maryland
3311,Sarah's Hope At Hannah More  Reisterstown Maryland
3312,Saving Grace Shelter Williamsport Pennsylvania
3313,LYCOMING Lycoming County United Way Williamsport Pennsylvania
3314,Harford County DSS - Homeless Program Bel Air Maryland
3315,"Turnaround, Inc. Towson Maryland"
3316,HolBrock Estates Assisted Living Baltimore Maryland
3317,"Night of Peace Family Shelter, Inc. Windsor Mill Maryland"
3318,House of Ruth Baltimore Maryland
3319,Eastside Family Shelter Rosedale Maryland
3320,Family Shelter Service  Wheaton Illinois
3321,Dupage PADS Overnight Housing Assistance Program Wheaton Illinois
3322,The Harbour Park Ridge Illinois
3323,JOURNEYS - The Road Home Palatine Illinois
3324,Wayside Cross Ministries Day Shelter Elgin Illinois
3325,Community Crisis Center Domestic Violence Shelter Elgin Illinois
3326,Lazarus House Saint Charles Illinois
3327,PADS of Elgin Elgin Illinois
3328,Mary Lou's Place - Domestic Violence Shelter Evanston Illinois
3329,Family Promise Chicago North Shore Evanston Illinois
3330,Connections for the Homeless - Evanston Evanston Illinois
3331,Hilda's Place Transitional Shelter Evanston Illinois
3332,Elgin Wayside Center Aurora Illinois
3333,Hesed House Aurora Illinois
3334,Lake County Haven - Shelter and Transitional Housing Libertyville 
3335,Groundwork Joliet Illinois
3336,McHenry County PADS Woodstock Illinois
3337,Catholic Charities Daybreak Center Joliet Illinois
3338,New Day Drop-In Center Joliet Illinois
3339,MorningStar Mission Ministries Inc. Joliet Illinois
3340,Good Samaritan House of Carbondale Carbondale Illinois
3341,Marion Ministerial Alliance Marion Illinois
3342,A Safe Place Zion Illinois
3343,Love Inc Lake County Waukegan Illinois
3344,Pads Lake County Waukegan Illinois
3345,Shalom Center Kenosha Wisconsin
3346,COOL MINISTRIES - Family Housing Program Waukegan Illinois
3347,VETS Place Southern Center - Center for Veterans Issues Union Grove Wisconsin
3348,Marys' Mission Waukegan Illinois
3349,Burlington Transitional Living Center Burlington Wisconsin
3350,Halo - Homeless Assistance Leadership Organization Shelter and Services Racine Wisconsin
3351,SAFE Haven of Racine - Youth Shelter Racine Wisconsin
3352,Women's Resource Center Shelter Racine Wisconsin
3353,Gerard's Embrace - Shelter For Pregnant Women East Troy Wisconsin
3354,The Haven Mattoon Illinois
3355,Home Sweet Home Mission - Billy Shelper Center HSHM Main Campus Bloomington Illinois
3356,Safe Harbor Homeless Services Bloomington 
3357,Salvation Army Safe Harbor Shelter Bloomington Illinois
3358,Kendall County PADS Yorkville Illinois
3359,New Directions Heating and Cooling Center Jacksonville  Illinois
3360,Carpenter's Place Rockford Illinois
3361,MELD at Trinity House Shelter Rockford Illinois
3362,Shelter Care Ministries Rockford Illinois
3363,Rockford Rescue Mission Rockford Illinois
3364,American Red Cross Rock River Chapter - Nancy J. Smith Homeless Shelter - CLOSED Rockford Illinois
3365,The Sparrow's Nest Beloit Wisconsin
3366,Housing 4 Our Vets Janesville Wisconsin
3367,Twin Oaks Homeless Shelter Darien Wisconsin
3368,Lifeboat Alliance - Family Shelter Mt. Vernon Illinois
3369,Christian Community Compassion Center 4C's Harrisburg Illinois
3370,Heart House Eureka Illinois
3371,Fulton-Mason Crisis Service Canton Illinois
3372,Salvation Army Rust Transitional Center Pekin Illinois
3373,South Side Mission Shelter for Women and Children Peoria Illinois
3374,Galesburg Rescue Mission and Women's Shelter Home Galesburg Illinois
3375,C-U at Home Champaign Illinois
3376,Champaign IL Centralized Intake Champaign 
3377,Austin's Place - Winter Emergency Shelter for Women Champaign Illinois
3378,Salvation Army Stepping Stone Program and Daytime Warming Center Champaign Illinois
3379,Dream Center Peoria Peoria Illinois
3380,Peoria Rescue Mission Peoria Illinois
3381,Danville Rescue Mission Danville Illinois
3382,Danville Rescue Mission Danville  
3383,The Water Street Mission Resurrected Homeless Shelter Decatur Illinois
3384,God's Shelter of Love Decatur Illinois
3385,Oasis Day Center Decatur Illinois
3386,Salvation Army Decatur Decatur Illinois
3387,Virtue House Decatur Illinois
3388,Twin Cities PADS Sterling Illinois
3389,Chicago Ave Mission Freeport Illinois
3390,"Family Promise of Green County, WI Monroe Wisconsin"
3391,The Shelter Janesville Wisconsin
3392,Contact Ministries Emergency Shelter  Springfield Illinois
3393,House of Mercy Homeless Shelter Janesville Wisconsin
3394,Samaritan Well Macomb 
3395,Peru Pads Peru Illinois
3396,Ottawa PADS Ottawa Illinois
3397,Stopping Woman Abuse Now SWAN Olney Illinois
3398,Frederic Ozanam Transitional Shelter Marshfield Wisconsin
3399,The Hannah Center  Marshfield Wisconsin
3400,Eagles Nest Emergency Shelter Neopit Wisconsin
3401,Homeless Connections Appleton Wisconsin
3402,Fox Valley Warming Shelter Appleton Wisconsin
3403,Day by Day Warming Shelter Oshkosh Wisconsin
3404,Father Carr's Place 2b Oshkosh Wisconsin
3405,House of Hope Green Bay Wisconsin
3406,St. John the Evangelist Homeless Shelter Green Bay Wisconsin
3407,Micah Center - Day Shelter Green Bay Wisconsin
3408,New Community Shelter Green Bay Wisconsin
3409,Safe Harbor Homeless Shelter For Women Reedsburg Wisconsin
3410,River Haven Shelter Portage Wisconsin
3411,Salvation Army Single Women's Shelter Madison Wisconsin
3412,Passages Richland Center Wisconsin
3413,Jeremy House Waukesha Wisconsin
3414,Port of Missions Outreach Ministries Milwaukee Wisconsin
3415,Hebron House of Hospitality Waukesha Wisconsin
3416,The Women's Center Waukesha Wisconsin
3417,Salvation Army of Waukesha - Emergency Lodge Waukesha 
3418,Aline's Room and Board Milwaukee Wisconsin
3419,Joy House - Milwaukee Rescue Mission Milwaukee Wisconsin
3420,Milwaukee Rescue Mission Milwaukee Wisconsin
3421,The Guest House Milwaukee Wisconsin
3422,All For Him Ministries inc milwaukee  Wisconsin
3423,Hope House of Milwaukee Milwaukee Wisconsin
3424,Family Promise of Ozaukee County Port Washington Wisconsin
3425,Benjamin's House Emergency Shelter Rice Lake Wisconsin
3426,Hope Gospel Mission Eau Claire Wisconsin
3427,Sojourner House Eau Claire Wisconsin
3428,Beacon House Eau Claire Wisconsin
3429,Ruth House: Hope Gospel Mission Women's Shelter Eau Claire Wisconsin
3430,The Elizabeth House: Maternity and Parenting Residential Program Madison 
3431,Interfaith Hospitality Network (IHN) Shelter program Madison Wisconsin
3432,The Road Home Dane County Madison Wisconsin
3433,Freedom House Green Bay Green Bay Wisconsin
3434,Hope House of Manitowoc County Manitowoc Wisconsin
3435,Rusk County Lighthouse Shelter Ladysmith Wisconsin
3436,Salvation Army Emergency Shelter Sheboygan Sheboygan Wisconsin
3437,Salvation Army Wausau Wisconsin
3438,Our Sisters House Tomahawk Wisconsin
3439,Salvation Army Stevens Point Hope Center Stevens Point 
3440,SAM's House Shawano Wisconsin
3441,"Harford Family House, Inc. Aberdeen Maryland"
3442,Welcome One Emergency Shelter  Belcamp Maryland
3443,Kent County DSS Chestertown Maryland
3444,Dorchester County DSS Cambridge Maryland
3445,Salvation Army Cambridge MD Cambridge Maryland
3446,"Neighborhood Service Center, Inc. Easton Maryland"
3447,Talbot Interfaith Homeless Shelter Easton Maryland
3448,Veterans Service Centers of America-VSCOA Quantico Maryland
3449,"Caroline County Department of Social Services, Homeless Program Denton Maryland"
3450,Mid-Shore Council on Family Violence Denton Maryland
3451,His Hope Haven - Cold Weather Shelter Denton Maryland
3452,Queen Anne's County DH&CS Centreville Maryland
3453,Saint Martin's House - Transitional Housing Women Ridgely Maryland
3454,HALO Center of Hope Salisbury Maryland
3455,"Christian Shelter, Inc. Salisbury Maryland"
3456,Christian Emergency Shelter Salisbury Maryland
3457,The Shepherd Place  Dover  Delaware
3458,Dover Interfaith Mission for Housing Dover Delaware
3459,Peoples Place Ruth N. Dorsey Relief Shelter Dover Delaware
3460,"K.I.S.H. Home,Inc. Dover Delaware"
3461,"Sussex Community Crisis Housing Services, Inc. Georgetown Delaware"
3462,Catholic Charities Casa San Francisco Milton Delaware
